	playerID	yearID_x	stint	teamID_x	lgID_x	G	AB	R	H	2B	3B	HR	RBI	SB	CS	BB	SO	IBB	HBP	SH	SF	GIDP	yearID_y	teamID_y	lgID_y	G_all	GS	G_batting	G_defense	G_p	G_c	G_1b	G_2b	G_3b	G_ss	G_lf	G_cf	G_rf	G_of	G_dh	G_ph	G_pr
431	escobal01	2004	1	CLE	AL	46	152	20	32	8	2	1	12.0	1.0	1.0	23	42.0	0.0	1.0	3.0	0.0	1.0	2004	CLE	AL	46	45.0	46	42.0	0	0	0	0	0	0	8	21	15	42	3.0	1.0	0.0
432	escobke01	2004	1	ANA	AL	33	2	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	ANA	AL	33	33.0	1	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
433	estalbo02	2004	1	ARI	NL	7	14	2	2	0	0	2	4.0	0.0	0.0	0	6.0	0.0	0.0	0.0	0.0	0.0	2004	ARI	NL	7	3.0	7	6.0	0	6	0	0	0	0	0	0	0	0	0.0	2.0	0.0
437	estessh01	2004	1	COL	NL	36	72	13	17	3	1	0	2.0	0.0	0.0	1	11.0	0.0	0.0	7.0	0.0	0.0	2004	COL	NL	36	34.0	35	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	2.0
438	estrajo01	2004	1	ATL	NL	134	462	56	145	36	0	9	76.0	0.0	0.0	39	66.0	7.0	11.0	1.0	4.0	18.0	2004	ATL	NL	134	120.0	134	133.0	0	133	0	0	0	0	0	0	0	0	0.0	12.0	0.0
440	everead01	2004	1	HOU	NL	104	384	66	105	15	2	8	31.0	13.0	2.0	17	56.0	0.0	9.0	22.0	3.0	4.0	2004	HOU	NL	104	97.0	104	99.0	0	0	0	0	0	99	0	0	0	0	0.0	4.0	2.0
441	evereca01	2004	1	MON	NL	39	127	8	32	10	0	2	14.0	0.0	0.0	8	19.0	2.0	5.0	0.0	1.0	8.0	2004	CHA	AL	43	42.0	43	1.0	0	0	0	0	0	0	1	0	0	1	41.0	1.0	0.0
445	eyresc01	2004	1	SFN	NL	83	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	SFN	NL	83	0.0	77	83.0	83	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
446	falkebr01	2004	1	LAN	NL	6	2	1	0	0	0	0	0.0	0.0	0.0	1	2.0	0.0	0.0	0.0	0.0	0.0	2004	LAN	NL	6	0.0	6	6.0	6	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
447	farnsky01	2004	1	CHN	NL	72	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	CHN	NL	72	0.0	67	72.0	72	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
448	fasseje01	2004	1	COL	NL	40	21	3	4	0	0	0	1.0	0.0	0.0	1	9.0	0.0	0.0	2.0	0.0	0.0	2004	ARI	NL	1	0.0	1	1.0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
453	felizpe01	2004	1	SFN	NL	144	503	72	139	33	3	22	84.0	5.0	2.0	23	85.0	1.0	0.0	0.0	5.0	18.0	2004	SFN	NL	144	110.0	144	127.0	0	0	70	0	51	20	2	0	2	4	0.0	25.0	0.0
456	fickro01	2004	1	TBA	AL	76	214	12	43	5	2	6	26.0	0.0	0.0	20	32.0	2.0	2.0	0.0	2.0	2.0	2004	SDN	NL	13	1.0	13	1.0	0	0	1	0	0	0	0	0	0	0	0.0	12.0	0.0
461	figgich01	2004	1	ANA	AL	148	577	83	171	22	17	5	60.0	34.0	13.0	49	94.0	0.0	0.0	10.0	2.0	6.0	2004	ANA	AL	148	142.0	148	146.0	0	0	0	20	92	13	1	54	2	57	1.0	1.0	2.0
462	figuene01	2004	1	PIT	NL	10	7	0	1	0	0	0	1.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	PIT	NL	10	3.0	10	10.0	10	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
464	filebo01	2004	1	TOR	AL	24	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	TOR	AL	24	0.0	3	24.0	24	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
465	finlest01	2004	1	ARI	NL	104	404	61	111	16	1	23	48.0	8.0	4.0	40	52.0	1.0	1.0	6.0	5.0	9.0	2004	ARI	NL	104	103.0	104	103.0	0	0	0	0	0	0	0	103	0	103	1.0	0.0	0.0
469	flahejo01	2004	1	NYA	AL	47	127	11	32	9	0	6	16.0	0.0	2.0	5	25.0	2.0	1.0	2.0	0.0	5.0	2004	NYA	AL	47	35.0	47	46.0	0	46	0	0	0	0	0	0	0	0	0.0	1.0	2.0
470	florejo01	2004	1	LAN	NL	9	4	0	1	0	0	0	0.0	0.0	0.0	1	2.0	0.0	0.0	0.0	0.0	0.0	2004	LAN	NL	9	1.0	9	1.0	0	0	0	1	1	0	0	0	0	0	0.0	2.0	6.0
471	florera01	2004	1	SLN	NL	9	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	SLN	NL	9	1.0	9	9.0	9	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
472	floydcl01	2004	1	NYN	NL	113	396	55	103	26	0	18	63.0	11.0	4.0	47	103.0	6.0	11.0	0.0	3.0	8.0	2004	NYN	NL	113	107.0	113	106.0	0	0	0	0	0	0	106	0	0	106	1.0	5.0	0.0
473	floydga01	2004	1	PHI	NL	6	10	0	0	0	0	0	0.0	0.0	0.0	0	5.0	0.0	0.0	0.0	0.0	0.0	2004	PHI	NL	6	4.0	6	6.0	6	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
474	foggjo01	2004	1	PIT	NL	32	53	1	4	1	0	0	3.0	0.0	0.0	0	13.0	0.0	0.0	11.0	0.0	0.0	2004	PIT	NL	32	32.0	31	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
477	fordle01	2004	1	MIN	AL	154	569	89	170	31	4	15	72.0	20.0	2.0	67	75.0	3.0	13.0	2.0	7.0	15.0	2004	MIN	AL	154	146.0	154	126.0	0	0	0	0	0	0	81	46	10	126	26.0	3.0	0.0
478	fordybr01	2004	1	TBA	AL	54	151	14	31	6	0	2	9.0	0.0	0.0	9	34.0	0.0	2.0	1.0	0.0	3.0	2004	TBA	AL	54	46.0	54	51.0	0	51	0	0	0	0	0	0	0	0	1.0	3.0	1.0
483	fossuca01	2004	1	ARI	NL	29	42	3	4	0	0	0	0.0	0.0	0.0	1	16.0	0.0	0.0	3.0	0.0	1.0	2004	ARI	NL	29	27.0	27	27.0	27	0	0	0	0	0	0	0	0	0	0.0	0.0	2.0
485	foxan01	2004	1	MON	NL	34	43	2	4	0	0	1	1.0	0.0	0.0	0	16.0	0.0	0.0	0.0	0.0	1.0	2004	MON	NL	34	4.0	34	12.0	0	0	1	3	3	5	0	0	0	0	0.0	21.0	1.0
491	francje01	2004	1	COL	NL	7	10	1	0	0	0	0	0.0	0.0	0.0	0	4.0	0.0	0.0	4.0	0.0	0.0	2004	COL	NL	7	7.0	7	7.0	7	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
493	francju01	2004	1	ATL	NL	125	320	37	99	18	3	6	57.0	4.0	2.0	36	68.0	4.0	1.0	1.0	3.0	10.0	2004	ATL	NL	125	72.0	125	84.0	0	0	84	0	0	0	0	0	0	0	1.0	50.0	0.0
494	frankry01	2004	1	SEA	AL	32	3	0	0	0	0	0	0.0	0.0	0.0	1	2.0	0.0	0.0	1.0	0.0	0.0	2004	SEA	AL	32	32.0	2	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
495	frankwa01	2004	1	SFN	NL	43	3	2	1	0	0	0	2.0	0.0	0.0	1	0.0	0.0	0.0	0.0	1.0	0.0	2004	SFN	NL	43	2.0	41	43.0	43	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
498	freelry01	2004	1	CIN	NL	143	505	74	140	21	8	3	28.0	37.0	10.0	67	88.0	0.0	12.0	8.0	0.0	7.0	2004	CIN	NL	143	128.0	143	137.0	0	0	0	15	56	0	12	42	46	89	0.0	3.0	4.0
499	freemch01	2004	1	COL	NL	45	90	15	17	3	2	1	11.0	1.0	1.0	14	21.0	1.0	0.0	1.0	0.0	5.0	2004	COL	NL	45	24.0	45	41.0	0	0	0	0	0	0	0	41	0	41	0.0	4.0	7.0
501	fullmbr01	2004	1	TEX	AL	76	258	41	60	19	1	11	33.0	1.0	2.0	27	30.0	1.0	3.0	0.0	2.0	7.0	2004	TEX	AL	76	65.0	76	4.0	0	0	4	0	0	0	0	0	0	0	66.0	10.0	0.0
503	furcara01	2004	1	ATL	NL	143	563	103	157	24	5	14	59.0	29.0	6.0	58	71.0	4.0	1.0	5.0	5.0	9.0	2004	ATL	NL	143	130.0	143	132.0	0	0	0	1	0	131	0	0	0	0	0.0	10.0	2.0
504	gagneer01	2004	1	LAN	NL	70	3	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	0.0	0.0	0.0	2004	LAN	NL	70	0.0	67	70.0	70	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
505	galaran01	2004	1	ANA	AL	7	10	1	3	0	0	1	2.0	0.0	0.0	0	3.0	0.0	1.0	0.0	0.0	1.0	2004	ANA	AL	7	2.0	7	1.0	0	0	1	0	0	0	0	0	0	0	4.0	5.0	0.0
506	gallomi01	2004	1	HOU	NL	69	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	HOU	NL	69	0.0	67	69.0	69	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
507	garcida03	2004	1	NYN	NL	58	138	23	32	7	1	3	17.0	3.0	0.0	22	34.0	2.0	9.0	4.0	1.0	1.0	2004	NYN	NL	58	40.0	58	44.0	0	0	0	44	0	0	0	0	0	0	0.0	14.0	0.0
508	garcifr02	2004	1	SEA	AL	15	4	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	0.0	0.0	0.0	2004	CHA	AL	16	16.0	0	16.0	16	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
513	garcije01	2004	1	ATL	NL	50	115	14	29	4	1	1	10.0	1.0	2.0	1	16.0	0.0	1.0	1.0	0.0	2.0	2004	ATL	NL	50	26.0	50	37.0	0	0	0	11	3	25	0	0	0	0	0.0	14.0	9.0
514	garcika01	2004	1	NYN	NL	62	192	24	45	7	2	7	22.0	3.0	0.0	10	35.0	0.0	0.0	0.0	0.0	6.0	2004	BAL	AL	23	17.0	23	20.0	0	0	1	0	0	0	0	15	7	19	0.0	2.0	1.0
518	garcino01	2004	1	BOS	AL	38	156	24	50	7	3	5	21.0	2.0	0.0	8	16.0	2.0	4.0	0.0	1.0	4.0	2004	BOS	AL	38	38.0	38	37.0	0	0	0	0	0	37	0	0	0	0	1.0	0.0	0.0
523	garlajo01	2004	1	CHA	AL	34	4	0	1	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	1.0	0.0	0.0	2004	CHA	AL	34	33.0	2	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
524	gathrjo01	2004	1	TBA	AL	19	52	11	13	0	0	0	1.0	6.0	1.0	2	14.0	0.0	3.0	0.0	0.0	2.0	2004	TBA	AL	19	14.0	19	16.0	0	0	0	0	0	0	4	11	1	16	1.0	2.0	1.0
525	gaudich01	2004	1	TBA	AL	28	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	1.0	0.0	0.0	2004	TBA	AL	28	4.0	3	26.0	26	0	0	0	0	0	0	0	0	0	0.0	0.0	2.0
526	gearyge01	2004	1	PHI	NL	33	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	PHI	NL	33	0.0	29	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
527	georgch02	2004	1	KCA	AL	10	2	0	0	0	0	0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	2004	KCA	AL	10	7.0	1	10.0	10	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
528	germaes01	2004	1	OAK	AL	31	60	9	15	1	1	0	7.0	0.0	1.0	4	13.0	0.0	0.0	1.0	0.0	1.0	2004	OAK	AL	31	13.0	31	25.0	0	0	0	10	15	0	0	0	0	0	2.0	5.0	4.0
529	germafr01	2004	1	DET	AL	16	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	DET	AL	16	0.0	3	16.0	16	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
530	germaju01	2004	1	SDN	NL	7	7	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	1.0	0.0	0.0	2004	SDN	NL	7	5.0	7	7.0	7	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
531	gerutjo01	2004	1	CLE	AL	134	481	72	121	31	5	11	51.0	13.0	6.0	54	59.0	4.0	7.0	3.0	3.0	9.0	2004	CLE	AL	134	122.0	134	131.0	0	0	0	0	0	0	2	12	118	131	1.0	7.0	1.0
532	gettiby01	2004	1	KCA	AL	21	39	7	7	1	1	0	1.0	0.0	1.0	8	14.0	1.0	1.0	0.0	1.0	0.0	2004	KCA	AL	21	15.0	21	21.0	0	0	0	0	0	0	11	0	10	21	0.0	0.0	2.0
533	giambja01	2004	1	NYA	AL	80	264	33	55	9	0	12	40.0	0.0	1.0	47	62.0	1.0	8.0	0.0	3.0	5.0	2004	NYA	AL	80	75.0	80	47.0	0	0	47	0	0	0	0	0	0	0	28.0	5.0	0.0
534	gibboja01	2004	1	BAL	AL	97	346	36	85	14	1	10	47.0	1.0	1.0	29	64.0	0.0	1.0	1.0	3.0	11.0	2004	BAL	AL	97	91.0	97	79.0	0	0	14	0	0	0	0	0	66	66	16.0	4.0	0.0
535	gilesbr02	2004	1	SDN	NL	159	609	97	173	33	7	23	94.0	10.0	3.0	89	80.0	6.0	4.0	0.0	9.0	12.0	2004	SDN	NL	159	158.0	159	159.0	0	0	0	0	0	0	0	0	159	159	0.0	1.0	0.0
536	gilesma01	2004	1	ATL	NL	102	379	61	118	22	2	8	48.0	17.0	4.0	36	70.0	0.0	9.0	3.0	7.0	6.0	2004	ATL	NL	102	94.0	102	97.0	0	0	0	97	0	0	0	0	0	0	0.0	7.0	1.0
537	gilge01	2004	1	BAL	AL	12	32	1	9	2	0	0	4.0	0.0	0.0	3	5.0	1.0	0.0	0.0	0.0	0.0	2004	BAL	AL	12	8.0	12	11.0	0	11	0	0	0	0	0	0	0	0	0.0	1.0	0.0
538	gilje01	2004	1	ARI	NL	29	86	3	15	2	1	0	8.0	2.0	0.0	0	33.0	0.0	1.0	0.0	1.0	2.0	2004	ARI	NL	29	24.0	29	28.0	0	0	0	0	0	28	0	0	0	0	0.0	1.0	1.0
539	ginteke01	2004	1	MIL	NL	113	386	47	101	23	2	19	60.0	8.0	1.0	37	100.0	2.0	6.0	4.0	4.0	9.0	2004	MIL	NL	113	96.0	113	103.0	0	0	0	54	47	0	0	0	2	2	2.0	10.0	0.0
540	gintema01	2004	1	NYN	NL	15	14	1	3	1	0	0	1.0	0.0	0.0	2	5.0	0.0	0.0	3.0	0.0	0.0	2004	NYN	NL	15	14.0	13	15.0	15	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
541	gipsoch01	2004	1	TBA	AL	5	4	1	2	0	0	0	0.0	1.0	0.0	0	1.0	0.0	0.0	1.0	0.0	0.0	2004	TBA	AL	5	0.0	5	4.0	0	0	0	0	0	2	1	2	0	2	1.0	1.0	0.0
542	gissech01	2004	1	COL	NL	5	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	COL	NL	5	1.0	5	5.0	5	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
543	glanvdo01	2004	1	PHI	NL	87	162	21	34	1	1	2	14.0	8.0	0.0	8	21.0	1.0	0.0	3.0	2.0	5.0	2004	PHI	NL	87	30.0	87	68.0	0	0	0	0	0	0	13	56	0	68	0.0	18.0	13.0
544	glaustr01	2004	1	ANA	AL	58	207	47	52	11	1	18	42.0	2.0	3.0	31	52.0	3.0	3.0	0.0	1.0	6.0	2004	ANA	AL	58	58.0	58	19.0	0	0	0	0	19	0	0	0	0	0	39.0	0.0	0.0
545	glavito02	2004	1	NYN	NL	35	54	5	11	2	0	0	8.0	0.0	0.0	10	10.0	0.0	0.0	8.0	0.0	2.0	2004	NYN	NL	35	33.0	33	33.0	33	0	0	0	0	0	0	0	0	0	0.0	2.0	0.0
546	gloadro01	2004	1	CHA	AL	110	234	28	75	16	0	7	44.0	0.0	3.0	20	37.0	1.0	2.0	1.0	3.0	11.0	2004	CHA	AL	110	53.0	110	78.0	0	0	42	0	0	0	17	1	22	39	13.0	30.0	13.0
547	glovega01	2004	1	MIL	NL	4	7	0	0	0	0	0	0.0	0.0	0.0	0	4.0	0.0	0.0	0.0	0.0	0.0	2004	MIL	NL	4	3.0	4	4.0	4	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
549	gobblji01	2004	1	KCA	AL	25	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	KCA	AL	25	24.0	1	25.0	25	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
550	gomesjo01	2004	1	TBA	AL	5	14	0	1	0	0	0	1.0	0.0	0.0	1	6.0	0.0	0.0	0.0	0.0	0.0	2004	TBA	AL	5	4.0	5	0.0	0	0	0	0	0	0	0	0	0	0	4.0	1.0	0.0
551	gomezal01	2004	1	KCA	AL	13	29	1	8	1	0	0	4.0	0.0	0.0	2	8.0	0.0	0.0	0.0	0.0	1.0	2004	KCA	AL	13	7.0	13	12.0	0	0	0	0	0	0	6	2	5	12	1.0	0.0	2.0
552	gomezch02	2004	1	TOR	AL	109	341	41	96	11	1	3	37.0	3.0	2.0	28	41.0	0.0	2.0	3.0	3.0	4.0	2004	TOR	AL	109	90.0	109	102.0	0	0	19	3	5	77	0	0	0	0	5.0	8.0	4.0
553	gonzaad01	2004	1	TEX	AL	16	42	7	10	3	0	1	7.0	0.0	0.0	2	6.0	0.0	0.0	0.0	0.0	0.0	2004	TEX	AL	16	10.0	16	11.0	0	0	11	0	0	0	0	0	0	0	1.0	5.0	0.0
554	gonzaal01	2004	1	CHN	NL	37	129	15	28	10	0	3	8.0	1.0	1.0	4	26.0	0.0	0.0	2.0	0.0	6.0	2004	CHN	NL	37	35.0	37	37.0	0	0	0	0	0	37	0	0	0	0	0.0	2.0	0.0
563	gonzaal02	2004	1	FLO	NL	159	561	67	130	30	3	23	79.0	3.0	1.0	27	126.0	9.0	4.0	3.0	4.0	17.0	2004	FLO	NL	159	155.0	159	158.0	0	0	0	0	0	158	0	0	0	0	0.0	1.0	0.0
565	gonzaed01	2004	1	ARI	NL	10	13	0	2	0	0	0	0.0	0.0	0.0	0	2.0	0.0	1.0	1.0	0.0	0.0	2004	ARI	NL	10	10.0	10	10.0	10	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
567	gonzaju03	2004	1	KCA	AL	33	127	17	35	4	1	5	17.0	0.0	1.0	9	19.0	1.0	1.0	0.0	1.0	3.0	2004	KCA	AL	33	33.0	33	29.0	0	0	0	0	0	0	0	0	29	29	4.0	0.0	0.0
568	gonzalu01	2004	1	ARI	NL	105	379	69	98	28	5	17	48.0	2.0	2.0	68	58.0	11.0	2.0	0.0	2.0	9.0	2004	ARI	NL	105	104.0	105	104.0	0	0	0	0	0	0	104	0	0	104	1.0	1.0	0.0
569	gonzalu02	2004	1	COL	NL	102	322	42	94	17	2	12	40.0	1.0	5.0	15	67.0	1.0	4.0	9.0	1.0	5.0	2004	COL	NL	102	71.0	102	88.0	0	0	0	40	18	10	20	0	11	29	1.0	22.0	2.0
570	gonzami02	2004	1	PIT	NL	47	1	0	1	1	0	0	2.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	PIT	NL	47	0.0	44	47.0	47	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
571	gonzara01	2004	1	CLE	AL	7	11	0	1	0	0	0	0.0	0.0	0.0	0	4.0	0.0	0.0	0.0	0.0	0.0	2004	CLE	AL	7	2.0	7	4.0	0	0	0	0	0	0	1	0	3	4	0.0	4.0	0.0
572	goodan01	2004	1	ARI	NL	17	5	0	0	0	0	0	1.0	0.0	0.0	0	2.0	0.0	0.0	0.0	1.0	0.0	2004	ARI	NL	17	2.0	16	17.0	17	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
573	goodwto01	2004	1	CHN	NL	77	105	11	21	8	0	0	3.0	5.0	0.0	8	22.0	0.0	0.0	0.0	1.0	1.0	2004	CHN	NL	77	11.0	77	28.0	0	0	0	0	0	0	14	8	7	28	0.0	55.0	3.0
574	gordoto01	2004	1	NYA	AL	80	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	NYA	AL	80	0.0	4	80.0	80	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
575	goslimi01	2004	1	ARI	NL	6	6	0	0	0	0	0	0.0	0.0	0.0	1	4.0	0.0	0.0	1.0	0.0	0.0	2004	ARI	NL	6	4.0	6	6.0	6	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
576	gotayru01	2004	1	KCA	AL	44	152	17	41	7	3	1	16.0	0.0	1.0	9	36.0	0.0	2.0	1.0	2.0	4.0	2004	KCA	AL	44	41.0	44	42.0	0	0	0	42	0	0	0	0	0	0	0.0	1.0	1.0
577	graboja01	2004	1	LAN	NL	113	173	18	38	7	0	7	20.0	0.0	0.0	19	50.0	0.0	0.0	0.0	0.0	4.0	2004	LAN	NL	113	25.0	113	33.0	0	0	3	0	0	0	30	0	3	31	3.0	81.0	0.0
578	grabojo02	2004	1	PIT	NL	68	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	PIT	NL	68	0.0	64	68.0	68	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
580	graffto01	2004	1	KCA	AL	75	278	37	73	11	0	3	26.0	10.0	2.0	27	38.0	0.0	3.0	4.0	2.0	5.0	2004	KCA	AL	75	72.0	75	75.0	0	0	0	75	0	0	0	0	0	0	0.0	1.0	1.0
582	grandcu01	2004	1	DET	AL	9	25	2	6	1	1	0	0.0	0.0	0.0	3	8.0	0.0	0.0	0.0	0.0	1.0	2004	DET	AL	9	7.0	9	8.0	0	0	0	0	0	0	0	8	0	8	0.0	1.0	1.0
584	greenan01	2004	1	ARI	NL	46	109	13	22	2	1	1	4.0	1.0	1.0	5	17.0	0.0	1.0	3.0	1.0	2.0	2004	ARI	NL	46	22.0	46	36.0	0	0	0	14	18	0	9	0	0	9	0.0	11.0	3.0
585	greenkh01	2004	1	SDN	NL	139	484	67	132	31	4	15	65.0	4.0	2.0	53	94.0	10.0	8.0	1.0	8.0	9.0	2004	SDN	NL	139	134.0	139	136.0	0	0	0	0	0	136	0	0	0	0	0.0	0.0	3.0
586	greenni01	2004	1	ATL	NL	95	264	40	72	15	3	3	26.0	1.0	2.0	12	63.0	1.0	4.0	8.0	2.0	0.0	2004	ATL	NL	95	61.0	95	80.0	0	0	0	75	5	0	0	0	1	1	0.0	9.0	13.0
587	greensh01	2004	1	LAN	NL	157	590	92	157	28	1	28	86.0	5.0	2.0	71	114.0	6.0	8.0	0.0	2.0	17.0	2004	LAN	NL	157	156.0	157	153.0	0	0	111	0	0	0	0	0	52	52	3.0	1.0	0.0
588	greento02	2004	1	COL	NL	75	195	23	55	14	0	10	35.0	0.0	0.0	13	38.0	4.0	0.0	0.0	1.0	9.0	2004	COL	NL	75	48.0	75	53.0	0	53	0	0	0	0	0	0	0	0	0.0	22.0	0.0
590	greinza01	2004	1	KCA	AL	24	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	KCA	AL	24	24.0	1	24.0	24	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
592	grievbe01	2004	1	MIL	NL	108	234	28	61	15	0	7	29.0	0.0	0.0	39	65.0	5.0	0.0	0.0	2.0	4.0	2004	CHN	NL	15	2.0	15	4.0	0	0	0	0	0	0	1	0	3	4	0.0	12.0	0.0
596	griffje01	2004	1	HOU	NL	1	1	0	0	0	0	0	0.0	0.0	0.0	1	1.0	0.0	0.0	0.0	0.0	0.0	2004	HOU	NL	1	1.0	1	1.0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
597	griffke02	2004	1	CIN	NL	83	300	49	76	18	0	20	60.0	1.0	0.0	44	67.0	3.0	2.0	0.0	2.0	8.0	2004	CIN	NL	83	78.0	83	77.0	0	0	0	0	0	0	0	76	1	77	1.0	5.0	0.0
603	grissma02	2004	1	SFN	NL	145	562	78	157	26	2	22	90.0	3.0	1.0	37	83.0	5.0	1.0	2.0	4.0	22.0	2004	SFN	NL	145	138.0	145	142.0	0	0	0	0	0	0	0	142	0	142	0.0	5.0	0.0
605	grossga01	2004	1	TOR	AL	44	129	18	27	4	0	3	16.0	2.0	2.0	19	31.0	0.0	0.0	0.0	0.0	1.0	2004	TOR	AL	44	38.0	44	38.0	0	0	0	0	0	0	38	0	0	38	7.0	6.0	0.0
606	grudzma01	2004	1	CHN	NL	81	257	32	79	12	1	6	23.0	1.0	1.0	15	32.0	0.0	1.0	4.0	1.0	7.0	2004	CHN	NL	81	61.0	81	76.0	0	0	0	76	0	0	0	0	0	0	0.0	11.0	0.0
608	guarded01	2004	1	SEA	AL	41	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	1.0	2004	SEA	AL	41	0.0	4	41.0	41	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
609	guerrma02	2004	1	MIN	AL	9	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	MIN	AL	9	2.0	1	9.0	9	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
610	guerrvl01	2004	1	ANA	AL	156	612	124	206	39	2	39	126.0	15.0	3.0	52	74.0	14.0	8.0	0.0	8.0	19.0	2004	ANA	AL	156	156.0	156	143.0	0	0	0	0	0	0	0	0	143	143	13.0	0.0	0.0
611	guerrwi01	2004	1	KCA	AL	24	32	7	7	0	1	0	1.0	1.0	0.0	0	4.0	0.0	0.0	0.0	0.0	1.0	2004	KCA	AL	24	4.0	24	18.0	0	0	2	8	2	3	1	2	0	3	2.0	1.0	6.0
612	guielaa01	2004	1	KCA	AL	42	135	15	21	4	0	5	13.0	1.0	1.0	17	42.0	0.0	3.0	1.0	1.0	3.0	2004	KCA	AL	42	36.0	42	39.0	0	0	0	0	0	0	38	0	1	39	2.0	3.0	0.0
613	guillca01	2004	1	DET	AL	136	522	97	166	37	10	20	97.0	12.0	5.0	52	87.0	3.0	2.0	3.0	4.0	12.0	2004	DET	AL	136	133.0	136	135.0	0	0	0	0	0	135	0	0	0	0	0.0	3.0	0.0
614	guilljo01	2004	1	ANA	AL	148	565	88	166	28	3	27	104.0	5.0	4.0	37	92.0	5.0	15.0	0.0	3.0	14.0	2004	ANA	AL	148	146.0	148	136.0	0	0	0	0	0	0	135	0	4	136	10.0	2.0	0.0
616	gutieri01	2004	1	NYN	NL	24	63	2	11	2	0	0	5.0	0.0	0.0	6	8.0	0.0	1.0	0.0	0.0	3.0	2004	BOS	AL	21	8.0	21	20.0	0	0	0	14	0	6	0	0	0	0	0.0	3.0	3.0
